14888	29.003292	5000	5000	500	1
8589934614	98784247830
8589934630	124554051622
8589934632	124554051624
8589934648	133143986232
8589934650	111669149754
8589934664	128849018952
8589934665	128849018953
8589934673	120259084369
8589934679	124554051671
8589934691	120259084387
8589934692	120259084388
8589934701	124554051693
8589934721	141733920897
8589934722	141733920898
8589934725	146028888197
8589934735	150323855503
8589934738	124554051730
8589934746	141733920922
8589934755	120259084451
8589934763	124554051755
8589934766	128849019054
8589934782	137438953662
8589934790	154618822854
8589934804	154618822868
8589934807	141733920983
8589934824	120259084520
8589934825	115964117225
8589934826	115964117226
8589934832	124554051824
8589934833	124554051825
8589934845	115964117245
8589934851	124554051843
8589934860	120259084556
8589934868	124554051860
8589934879	103079215391
8589934883	98784248099
8589934889	94489280809
8589934893	90194313517
8589934904	98784248120
8589934906	103079215418
8589934908	98784248124
8589934915	103079215427
8589934931	115964117331
8589934935	111669150039
8589934944	107374182752
8589934950	103079215462
8589934954	90194313578
8589934963	98784248179
8589934968	98784248184
8589934971	98784248187
8589934982	107374182790
8589934995	103079215507
8589935001	107374182809
8589935002	107374182810
8589935013	107374182821
8589935023	103079215535
8589935034	94489280954
8589935041	94489280961
8589935053	107374182861
8589935056	103079215568
8589935069	107374182877
8589935076	98784248292
8589935086	94489281006
8589935091	98784248307
8589935106	128849019394
8589935114	128849019402
8589935125	103079215637
8589935126	103079215638
8589935131	103079215643
8589935139	98784248355
8589935147	115964117547
8589935149	111669150253
8589935164	124554052156
8589935176	146028888648
8589935193	167503725145
8589935210	146028888682
8589935219	128849019507
8589935224	103079215736
8589935234	98784248450
8589935251	124554052243
8589935259	137438954139
8589935267	133143986851
8589935281	115964117681
8589935289	124554052281
8589935305	154618823369
8589935307	150323856075
8589935322	141733921498
8589935329	146028888801
8589935344	150323856112
8589935360	154618823424
8589935362	150323856130
8589935380	154618823444
8589935386	154618823450
8589935387	154618823451
8589935389	146028888861
8589935399	133143986983
8589935400	133143986984
8589935411	107374183219
8589935424	133143987008
8589935439	133143987023
8589935442	137438954322
8589935466	176093660010
8589935478	180388627318
8589935482	176093660026
8589935490	137438954370
8589935496	120259085192
8589935502	111669150606
8589935505	115964117905
8589935513	120259085209
8589935528	141733921704
8589935535	128849019823
8589935543	128849019831
8589935550	115964117950
8589935555	98784248771
8589935561	94489281481
8589935574	133143987158
8589935587	154618823651
8589935588	154618823652
8589935594	171798692842
8589935599	180388627439
8589935608	120259085304
8589935612	124554052604
8589935616	124554052608
8589935630	115964118030
8589935635	128849019923
8589935640	128849019928
8589935649	124554052641
8589935661	115964118061
8589935671	111669150775
8589935679	111669150783
8589935690	120259085386
8589935708	133143987292
8589935721	158913791081
8589935732	146028889204
8589935737	150323856505
8589935741	150323856509
8589935755	137438954635
8589935768	115964118168
8589935774	107374183582
8589935791	124554052783
8589935793	128849020081
8589935798	115964118198
8589935799	115964118199
8589935813	103079216325
8589935818	107374183626
8589935823	107374183631
8589935833	111669150937
8589935848	111669150952
8589935857	115964118257
8589935870	120259085566
8589935881	111669150985
8589935890	133143987474
8589935903	133143987487
8589935912	133143987496
8589935921	128849020209
8589935935	124554052927
8589935940	133143987524
8589935949	94489281869
8589935964	103079216476
8589935973	107374183781
8589935984	115964118384
8589936011	184683595147
8589936023	176093660567
8589936032	133143987616
8589936045	133143987629
8589936049	141733922225
8589936062	163208758718
8589936076	146028889548
8589936079	154618824143
8589936080	150323856848
8589936087	141733922263
8589936096	128849020384
8589936111	128849020399
8589936126	128849020414
8589936145	150323856913
8589936150	163208758806
8589936152	163208758808
8589936165	150323856933
8589936175	184683595311
8589936189	167503726141
8589936205	184683595341
8589936211	115964118611
8589936226	103079216738
8589936228	107374184036
8589936239	128849020527
8589936246	124554053238
8589936247	124554053239
8589936273	176093660817
8589936276	163208758932
8589936288	163208758944
8589936304	128849020592
8589936313	137438955193
8589936324	111669151428
8589936337	133143987921
8589936346	124554053338
8589936362	133143987946
8589936364	120259086060
8589936365	120259086061
8589936378	133143987962
8589936388	141733922564
8589936395	120259086091
8589936412	137438955292
8589936425	150323857193
8589936443	146028889915
8589936444	146028889916
8589936457	115964118857
8589936468	107374184276
8589936470	103079216982
8589936482	137438955362
8589936496	146028889968
8589936500	150323857268
8589936502	150323857270
8589936509	115964118909
8589936523	111669151627
8589936528	111669151632
8589936529	111669151633
8589936543	133143988127
8589936554	133143988138
8589936558	133143988142
8589936568	128849020856
8589936580	124554053572
8589936586	120259086282
8589936599	124554053591
8589936602	115964119002
8589936615	120259086311
8589936616	120259086312
8589936619	98784249835
8589936634	120259086330
8589936643	120259086339
8589936650	120259086346
8589936659	120259086355
8589936666	128849020954
8589936679	137438955559
8589936689	146028890161
8589936697	141733922873
8589936702	115964119102
8589936703	115964119103
8589936708	124554053700
8589936720	124554053712
8589936735	141733922911
8589936750	158913792110
8589936762	150323857530
8589936766	133143988350
8589936769	124554053761
8589936779	90194315403
8589936785	103079217297
8589936789	103079217301
8589936798	107374184606
8589936801	111669151905
8589936816	115964119216
8589936821	120259086517
8589936831	111669151935
8589936842	124554053834
8589936852	137438955732
8589936868	146028890340
8589936876	124554053868
8589936883	120259086579
8589936895	107374184703
8589936905	94489282825
8589936906	90194315530
8589936920	107374184728
8589936921	107374184729
8589936932	111669152036
8589936944	103079217456
8589936947	103079217459
8589936949	98784250165
8589936956	107374184764
8589936964	98784250180
8589936977	107374184785
8589936980	107374184788
8589936996	133143988580
8589937001	133143988585
8589937014	124554054006
8589937018	120259086714
8589937032	124554054024
8589937033	124554054025
8589937047	120259086743
8589937049	115964119449
8589937050	107374184858
8589937057	103079217569
8589937064	98784250280
8589937065	98784250281
8589937066	98784250282
8589937080	111669152184
8589937089	98784250305
8589937101	111669152205
8589937113	124554054105
8589937123	137438956003
8589937133	111669152237
8589937137	120259086833
